frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
756,200,[2304.9338233443254 1256.4845639975651 2829.223861948797 1741.9431566637484],[2490.205322265625 1567.1807861328125 2663.92626953125 1651.6466064453125],0.580338776,GJ06EPD,0.26575118
758,358,[812.2347298491984 1591.9288324684878 1496.6258229935224 2151.2519197665124],[1031.06591796875 2054.54443359375 1247.40869140625 2154.552734375],0.685710371,KH06KSU,0.440712903
758,200,[2306.441939474027 1267.3060300139693 2830.106528080505 1751.4751209820672],[2491.407958984375 1578.4141845703125 2654.757080078125 1655.5103759765625],0.526605427,GJ06EPD,0.432474143
759,200,[2305.568342075773 1272.6874294990682 2830.081484226869 1757.0672276394616],[2493.035888671875 1588.1500244140625 2649.91845703125 1659.001220703125],0.544562101,GJ06EPD,0.447742133
760,200,[2305.5644296058917 1277.4379453743186 2830.217987163094 1761.034862209688],[2500.16015625 1589.5400390625 2657.85205078125 1662.97119140625],0.545236588,GJ06EPD,0.522200383
764,200,[2307.105691514355 1282.185657322069 2844.3974805201988 1775.8751569209496],[2493.4248046875 1596.5086669921875 2664.76318359375 1681.6263427734375],0.607596993,GJ06EPD,0.28517772
765,200,[2305.810007676727 1286.9276269040615 2845.726236595519 1782.6686961611153],[2493.819580078125 1601.9630126953125 2667.03515625 1692.8759765625],0.629127741,GJ06EPD,0.782560809
765,370,[1017.2080223742971 1195.997267228734 1573.7691098281957 1670.1676203710501],[1193.444580078125 1496.37451171875 1371.47509765625 1579.154296875],0.563679636,LA15ZZC,0.237681508
766,200,[2304.4694783624545 1290.0914518052987 2846.3231981791746 1787.1929389809593],[2495.194580078125 1607.7919921875 2669.2216796875 1696.16162109375],0.61870116,GJ06EPD,0.519055977
767,200,[2300.534678439032 1291.9332036452677 2847.678832026515 1793.6877482208054],[2495.7685546875 1609.0401611328125 2673.300537109375 1698.5018310546875],0.620223165,GJ06EPO,0.329088347
768,200,[2300.654234416838 1292.6603422122437 2851.945779185847 1798.4283216052315],[2492.6572265625 1618.94384765625 2671.26416015625 1698.841552734375],0.505618691,GJ05EPD,0.186315171
769,200,[2300.904650273707 1294.1168320401218 2854.3088241614687 1801.7722688589613],[2491.35791015625 1625.002197265625 2671.316162109375 1704.163818359375],0.576700151,GJ06EPD,0.469418
770,200,[2301.3305981651715 1298.4444134904388 2856.008617057955 1806.7940463633695],[2500.672119140625 1630.8773193359375 2665.644775390625 1709.97119140625],0.622232378,GJ05EPD,0.502738771
771,200,[2301.026082298723 1307.8967345515116 2853.3685889486565 1813.1407223880292],[2499.56494140625 1635.727294921875 2671.374267578125 1719.572021484375],0.633369386,GJ06EPD,0.527729818
772,200,[2299.248548028431 1311.4298307228892 2853.7685189808208 1818.264848839887],[2502.134765625 1633.269287109375 2675.6572265625 1722.990234375],0.666828156,TJ06EPD,0.200233222
773,370,[995.7583282104285 1219.8036767863707 1566.0619616931672 1703.7096297946896],[1190.681396484375 1527.5240478515625 1351.4139404296875 1613.3594970703125],0.610866606,LM15ZZC,0.150307442
774,370,[996.4137252418117 1227.7489309146954 1566.6560467774948 1710.3156674406086],[1193.328857421875 1537.554931640625 1351.101318359375 1621.793701171875],0.622605503,LM15ZZC,0.210025624
775,200,[2303.3571331037597 1326.5349745597632 2863.60885840567 1837.1286655269912],[2501.81982421875 1647.0933837890625 2678.6689453125 1734.0047607421875],0.639462113,GJ06EPD,0.423377082
776,370,[988.4898537988026 1231.999617696678 1566.7664341523707 1720.1048252710323],[1174.49853515625 1538.475341796875 1349.447998046875 1628.526611328125],0.659729481,LU15ZZC,0.211675333
776,200,[2302.44140683359 1328.1428222952989 2866.193895047398 1842.1950755352793],[2507.2509765625 1658.544189453125 2685.518798828125 1744.10498046875],0.577582896,TJ06EPD,0.676628215
777,370,[979.8325472539145 1234.7739015974737 1567.3713551306769 1730.9044123475692],[1178.8638916015625 1547.307861328125 1349.114990234375 1632.651123046875],0.625376165,LW15ZZC,0.307523807
778,370,[974.9653134324642 1236.6743796261842 1567.715210295608 1737.4486282535586],[1173.509765625 1548.76904296875 1345.398193359375 1633.54833984375],0.619701624,LM15ZZC,0.094208479
778,200,[2299.3201661429907 1330.680408695675 2870.2030252486993 1852.2792015380903],[2509.188720703125 1671.4010009765625 2684.581787109375 1747.9288330078125],0.553655863,GJ06EPD,0.559402224
779,370,[971.6630990866222 1239.171557134306 1566.0779298276748 1742.221957191101],[1172.0079345703125 1550.217041015625 1350.2608642578125 1644.574951171875],0.625054777,LA15ZZC,0.133304022
779,200,[2303.6793462130013 1339.4042170616797 2871.0264526703386 1857.9640472720635],[2510.250732421875 1676.526123046875 2686.29345703125 1753.789306640625],0.624402165,GJ06EPD,0.301910164
780,200,[2305.0051606851894 1346.239423281043 2872.495430943855 1864.7731898422733],[2513.82861328125 1684.4366455078125 2686.478759765625 1764.2838134765625],0.656771421,GJ06EPO,0.526801772
781,200,[2302.060380146112 1348.5698122181952 2872.7533866560525 1869.6556628474611],[2512.844482421875 1683.944091796875 2686.967529296875 1769.625],0.665081322,GJ06EPD,0.282657357
782,370,[962.3278480757647 1248.1728954828845 1561.362522018339 1757.148021408172],[1153.53271484375 1575.95068359375 1340.5599365234375 1656.28125],0.58482796,LN15ZZC,0.43557667
784,200,[2304.1067215072158 1366.2528980987909 2877.9118199418267 1887.475689563063],[2503.5732421875 1695.1585693359375 2685.99853515625 1783.2930908203125],0.662194133,GJ06EPD,0.551798596
785,200,[2301.6334480468195 1368.5609162631242 2881.6309861239447 1895.2883519152838],[2507.95458984375 1706.26171875 2685.382080078125 1797.6375732421875],0.634843171,LJ06EPD,0.143863475
787,200,[2299.1181866064917 1375.4315960344618 2877.5319487738316 1901.2340689050968],[2507.98779296875 1716.2186279296875 2689.908935546875 1801.9420166015625],0.59675169,GJ05EPD,0.324380206
788,200,[2298.2822278686763 1380.9320058910534 2878.3073399764685 1908.4704452918209],[2513.475830078125 1725.9486083984375 2693.8076171875 1804.395751953125],0.628597915,OJ06EPD,0.319358109
789,200,[2297.9717672826023 1388.954601041765 2880.094811912958 1918.5575643203981],[2513.2861328125 1730.8472900390625 2694.80712890625 1817.4862060546875],0.667797804,GJ06EPD,0.488493576
789,370,[938.268948046333 1273.6748829597468 1537.869774194855 1789.1623045938597],[1150.8333740234375 1605.1051025390625 1324.3038330078125 1696.6065673828125],0.596240461,LU15ZZC,0.231260774
793,370,[926.6816367274344 1286.4148838325473 1532.2557959762403 1809.8523873662716],[1143.8662109375 1626.3134765625 1316.5592041015625 1712.6517333984375],0.655615032,LH15ZZC,0.231660881
794,370,[923.0000934374727 1292.537327348809 1528.8662708146212 1815.9514354005155],[1135.8248291015625 1633.750244140625 1305.6156005859375 1716.907958984375],0.631260335,LN15ZZC,0.498013437
795,370,[917.7610052242469 1297.022779419287 1526.0653204238379 1822.6935798961513],[1128.387939453125 1635.837890625 1303.6663818359375 1725.391845703125],0.678523004,LN15ZZC,0.203142278
796,370,[912.7636967516514 1297.7710244967357 1524.7348039779895 1827.5689629990788],[1127.1812744140625 1639.8966064453125 1299.6373291015625 1726.7003173828125],0.655614436,LN15ZZC,0.602093279
797,370,[908.0218472892934 1303.0620196067496 1524.485126771358 1837.5212698075325],[1128.3380126953125 1645.5933837890625 1300.6201171875 1733.1976318359375],0.653544486,LM15ZZC,0.695337081
800,370,[897.3206616905072 1317.5381488606936 1519.4444565413742 1858.8625056607696],[1109.7835693359375 1662.99169921875 1295.69775390625 1754.7978515625],0.603504896,LA15ZZC,0.185770176
801,370,[892.6218537983508 1321.2213073830083 1517.1260005098393 1865.242365116786],[1109.6793212890625 1676.8095703125 1292.9774169921875 1759.3447265625],0.612735629,LH15ZZC,0.214654477
803,200,[2307.491748026311 1460.5903304942121 2908.108261357664 2004.2654501459447],[2523.522705078125 1806.689208984375 2710.682861328125 1895.8135986328125],0.535138547,GJ06EPD,0.553929421
804,200,[2308.119237383771 1466.2171309392484 2912.267834220739 2013.237945447178],[2513.95703125 1815.588134765625 2711.875 1904.436767578125],0.623056352,GJ06EPD,0.764934021
805,370,[875.8188593777809 1331.047671130555 1511.6095814398432 1886.0984323464945],[1103.4569091796875 1687.1048583984375 1278.5445556640625 1776.1988525390625],0.647976637,LM15ZZC,0.193698641
805,200,[2306.225090213934 1468.5576679172962 2915.6395997108584 2020.2438229210654],[2520.849609375 1821.7239990234375 2714.37451171875 1910.5894775390625],0.639659286,GJ06EPD,0.403013367
806,200,[2307.510269875577 1470.8265536051888 2923.015638097463 2027.1787442758393],[2518.815185546875 1826.17822265625 2703.936279296875 1915.0078125],0.673510373,GJ06EPD,0.461523889
806,370,[870.8884246411526 1336.8626431612033 1508.3499289883925 1893.6310415216244],[1092.2154541015625 1693.067138671875 1280.612548828125 1783.00341796875],0.667176962,LM15ZZC,0.411219613
808,370,[876.4096789873923 1354.80794182192 1503.0379881015224 1900.8899942411567],[1094.2891845703125 1704.0087890625 1275.934326171875 1796.34228515625],0.632400334,LN15ZZC,0.45939234
809,200,[2298.370713056793 1483.2467511524417 2926.0316004541332 2051.2336452259306],[2517.6279296875 1841.0987548828125 2720.92041015625 1939.5985107421875],0.654453576,GJ06EPD,0.731822555
809,370,[873.4704564493265 1362.2320976697706 1497.7886048292603 1904.7929955792856],[1089.519287109375 1704.2427978515625 1277.037841796875 1799.5037841796875],0.63372165,LM15ZZC,0.293593295
810,370,[869.9124087647297 1369.734794215498 1495.4825568261554 1912.2575464329593],[1080.5679931640625 1721.7572021484375 1269.661376953125 1806.5672607421875],0.640928566,LU15ZZC,0.429456552
810,200,[2297.610684879938 1488.4726625868639 2927.568156878283 2058.2674491776893],[2517.928955078125 1848.5596923828125 2721.740478515625 1943.236572265625],0.632913709,GJ06EPD,0.636842074
811,370,[866.0953119043972 1372.1071148354556 1495.4767639285906 1916.734339043372],[1081.0994873046875 1721.341552734375 1268.0853271484375 1808.514404296875],0.648517132,LM15ZZC,0.424625951
811,200,[2299.5855709577345 1495.7730850257599 2927.1909042210386 2063.2779962394015],[2520.760498046875 1858.33740234375 2722.68701171875 1948.54541015625],0.623864055,GJ06EPD,0.55114881
812,200,[2301.3001668424986 1502.9416886746146 2929.0394027826187 2070.328797268632],[2522.024658203125 1867.0675048828125 2720.300048828125 1958.0782470703125],0.672058642,GJ06EPD,0.599119178
813,370,[854.395991304147 1377.4191851591954 1495.190806526963 1930.8705102809076],[1078.374755859375 1731.7899169921875 1254.6873779296875 1819.2344970703125],0.665808082,LM15ZZC,0.902468856
813,200,[2303.301670195121 1511.2434275894855 2930.076578281989 2077.037967512876],[2532.02978515625 1874.9677734375 2714.92236328125 1960.74169921875],0.632477701,GJ06EPD,0.483494161
814,200,[2300.4804979797245 1515.1323245819033 2928.8833604069728 2081.919001247307],[2526.678955078125 1877.8831787109375 2711.427978515625 1967.3587646484375],0.668023646,GJ06EPD,0.359231617
815,200,[2300.7820395100953 1519.270375314346 2932.132260180602 2088.8148940205288],[2538.6396484375 1883.5599365234375 2714.16015625 1974.2052001953125],0.622008741,GJ06EPD,0.733803563
816,200,[2302.0755864420544 1524.1027855575219 2933.760594491659 2094.436232509389],[2530.04638671875 1895.6356201171875 2722.854248046875 1986.4237060546875],0.613913357,GJ06EPD,0.592310487
817,200,[2301.3488895737505 1527.0716460088797 2932.575901982759 2097.0995100722594],[2531.911376953125 1894.3681640625 2723.92529296875 1988.769287109375],0.638495624,GJ06EPD,0.466578408
818,370,[835.3645388199402 1400.7800381016918 1487.806360813076 1964.0374270671257],[1049.2552490234375 1758.6156005859375 1246.3009033203125 1849.56591796875],0.633140624,LW15ZZC,0.257483956
819,200,[2304.96463999312 1543.2833025144428 2931.645725703681 2109.4001053917527],[2527.19775390625 1911.1759033203125 2735.323486328125 2007.0770263671875],0.67459017,GJ06EPD,0.365322744
819,370,[832.1906632422429 1412.2403249248082 1480.099348228211 1971.0721284696015],[1056.4293212890625 1772.0830078125 1247.3782958984375 1858.82080078125],0.623529315,LM15ZZC,0.122234053
820,200,[2307.1154281916693 1549.3923851337363 2935.366289715039 2117.299646846889],[2533.01171875 1920.2381591796875 2733.40673828125 2010.2791748046875],0.664381385,GJ06EPD,0.337381619
820,370,[828.3594159751617 1417.0121759130486 1475.904716045617 1975.023286866595],[1047.095947265625 1771.7431640625 1247.3502197265625 1863.96826171875],0.63133496,LM15ZZC,0.447939239
821,200,[2307.040237975609 1555.5236055375103 2937.6753275738038 2125.33628368862],[2527.52294921875 1922.903076171875 2726.069091796875 2014.4993896484375],0.676498413,GJ06EPD,0.432697043
822,370,[818.5443848601967 1426.7255393659582 1470.51370363864 1986.3525316017995],[1042.1414794921875 1781.2684326171875 1234.4942626953125 1875.620849609375],0.671155334,LN15ZZC,0.88842085
822,291,[2289.904059308734 1176.9871398434004 2858.3762433161182 1611.288679330696],[2501.565185546875 1451.889892578125 2640.60888671875 1535.7686767578125],0.396389008,OA07CLI,0.310607326
823,370,[812.5871338232832 1429.1107403763044 1467.5360802361129 1991.0574886426339],[1047.889892578125 1784.4873046875 1233.568359375 1880.76123046875],0.68003428,LN15ZZC,0.3384601
823,200,[2311.1815956043793 1565.488701409794 2946.1036560866455 2138.770681822934],[2531.6650390625 1933.733642578125 2736.475830078125 2029.625244140625],0.626837075,GJ06EPD,0.326901383
823,291,[2288.752095119567 1179.9838404080767 2859.564310839036 1617.116755379218],[2498.243896484375 1452.3995361328125 2642.7041015625 1533.5438232421875],0.384101301,DA07CLI,0.147181341
824,370,[808.643035536337 1432.1283271596337 1467.6416013625387 1997.5715245874171],[1032.7254638671875 1793.093017578125 1233.2607421875 1893.2923583984375],0.67581892,LN15ZZC,0.526724876
825,370,[807.5448221550988 1437.3702741427767 1469.4083070656716 2004.6947326986842],[1032.2457275390625 1796.9798583984375 1230.964599609375 1895.4825439453125],0.663973927,LN15ZZC,0.252921151
825,200,[2312.882103404974 1576.8925815197724 2941.858318959712 2143.289290176668],[2539.412353515625 1959.171142578125 2742.52685546875 2041.4796142578125],0.571469545,GJ06EPD,0.421203264
827,200,[2314.7401645559703 1586.2463819613845 2939.2753592121157 2144.564747984725],[2540.2041015625 1965.17626953125 2744.2333984375 2057.328857421875],0.685780108,GJ06EPD,0.490142259
828,200,[2320.3467587648493 1595.4415694846866 2937.5014498165997 2144.7200137544323],[2543.32421875 1972.6817626953125 2742.8125 2067.05712890625],0.721399963,GJ06EPD,0.490015632
829,370,[783.3796818437081 1455.61156663594 1457.3142227571848 2032.5861870361678],[1021.4470825195312 1826.4649658203125 1208.0987548828125 1918.3553466796875],0.6874035,LM15ZZC,0.271865028
830,200,[2328.0486958289994 1612.3937269474097 2931.702302052865 2144.557800755464],[2541.941162109375 1989.6229248046875 2742.053955078125 2088.969970703125],0.678707421,GJ06EPD,0.682299551
831,200,[2335.0968758126655 1620.2961057085506 2933.946520249317 2144.0345282544076],[2539.57373046875 1995.4647216796875 2738.39990234375 2089.610595703125],0.670327365,GJ06EPD,0.451642917
832,370,[763.386932848739 1471.9629002711297 1447.5312184513523 2055.037273525443],[1005.465087890625 1840.99072265625 1201.97900390625 1944.08349609375],0.656032741,LU15ZZC,0.254001424
833,370,[760.3546798938771 1476.7009299964402 1448.3834510692927 2062.128652981194],[1001.0419921875 1852.642578125 1201.5662841796875 1946.1402587890625],0.659162045,LM15ZZC,0.676551433
834,200,[2337.8252863459998 1633.811578402841 2937.592327175331 2144.817666545493],[2546.197998046875 2014.0975341796875 2754.046875 2110.1904296875],0.703344345,GJ06EPD,0.558650177
834,370,[757.1578580717212 1486.6966185270987 1443.8109970581845 2070.0404678793084],[996.4376831054688 1860.8775634765625 1199.4893798828125 1958.2574462890625],0.656910539,LN15ZZC,0.559191443
835,200,[2337.6276622666596 1637.5511747595265 2941.457325112964 2146.7685305137366],[2542.82470703125 2017.728515625 2757.008056640625 2114.40966796875],0.709073722,GJ06EPD,0.499051718
836,200,[2341.0656065132393 1644.6661432866863 2943.655758320308 2146.660779462927],[2542.98486328125 2025.831298828125 2754.9287109375 2125.50830078125],0.686579466,GJ06EPO,0.252763383
836,370,[749.2218952398412 1496.9763796090522 1442.495221564015 2084.1863499183637],[990.819580078125 1874.5308837890625 1190.325439453125 1967.0123291015625],0.662554204,LN15ZZC,0.915801438
837,200,[2340.5465898858947 1655.129929551174 2941.9471526232674 2150.6352511534474],[2541.368408203125 2033.854736328125 2757.208740234375 2134.046630859375],0.685647607,GJ06EPD,0.416897473
837,370,[745.047814575423 1502.5140021027128 1436.991329959039 2088.597775278576],[980.6116333007812 1879.6175537109375 1184.1397705078125 1975.92919921875],0.684414148,LM15ZZC,0.41531282
837,291,[2294.0320357054625 1229.9196953973806 2867.153955420264 1673.4153958790496],[2525.3818359375 1512.8111572265625 2664.25634765625 1592.1148681640625],0.352948785,IA07CLI,0.417495305
838,370,[736.1789194291366 1505.5487001789297 1428.372884889974 2091.005519544099],[986.6707763671875 1882.169677734375 1185.95263671875 1979.694580078125],0.687783659,LN15ZZC,0.223619572
839,200,[2342.483975760113 1665.5296894214591 2943.700626430156 2150.6842857931615],[2553.23193359375 2053.5361328125 2764.6630859375 2150.85302734375],0.691170752,GJ06EPD,0.636883719
839,370,[738.9733700369115 1513.87529719757 1426.5890879846093 2094.7768600274558],[978.2129516601562 1890.70751953125 1182.1627197265625 1989.451171875],0.671621978,LN15ZZC,0.481601543
839,291,[2295.243352462346 1236.5761649521346 2871.4162527648514 1680.842564994532],[2506.10791015625 1529.010498046875 2663.27783203125 1602.55224609375],0.491913557,DA07CLI,0.141436652
840,370,[731.3158472218568 1517.627460534425 1420.097471597095 2099.3019387323457],[971.8970947265625 1892.5635986328125 1182.907470703125 1997.1424560546875],0.67042774,LN15ZZC,0.599692375
840,291,[2292.8959563621497 1238.8275760600056 2873.066791010579 1685.8768812632202],[2509.461181640625 1536.4398193359375 2658.217529296875 1603.6915283203125],0.485079497,DA07CLY,0.354951817
841,200,[2344.6519288492377 1678.4728395425311 2945.4506576776025 2151.8401714767583],[2557.17626953125 2067.657470703125 2765.75537109375 2160.0],0.712820828,GJ06EPD,0.109325434
841,370,[723.4483832252395 1519.2075830242227 1417.863504427079 2104.7711732745324],[968.4387817382812 1903.5662841796875 1173.3740234375 2000.4693603515625],0.660702884,LM15ZZC,0.58625487
842,200,[2348.3523195083458 1685.2322747025246 2948.345184202832 2151.2712758480975],[2559.58056640625 2072.479248046875 2767.844970703125 2160.0],0.688781381,GJ06EPD,0.132732865
842,370,[710.3303153835292 1520.2173589742845 1411.9403439755488 2110.616943397761],[964.9774169921875 1912.7669677734375 1175.1806640625 2013.1025390625],0.682794988,LM15ZZC,0.281176562
842,291,[2289.2505605470615 1245.1984275485117 2874.0922199709507 1696.6809602807612],[2506.42236328125 1534.2088623046875 2662.5556640625 1610.1221923828125],0.534154415,OA07CLY,0.236718901
843,370,[704.4496367238689 1526.169770285689 1410.6795294639837 2119.674737341835],[964.2980346679688 1921.4345703125 1161.55419921875 2014.0123291015625],0.661218286,LM15ZZC,0.398925173
844,370,[704.4306091324057 1533.7183761693218 1410.690461682993 2126.997631588635],[959.95458984375 1921.9617919921875 1161.39892578125 2020.4981689453125],0.677112341,LN15ZZC,0.43504288
845,370,[697.9241113552556 1541.6379230645855 1404.8237954218794 2133.8274973324787],[958.341064453125 1927.142578125 1159.7325439453125 2026.72998046875],0.678990901,LN15ZZC,0.746569277
845,291,[2286.4703510717013 1254.35354508312 2881.5582837540214 1715.410530941769],[2502.999755859375 1547.17529296875 2667.5478515625 1624.79296875],0.605668068,DA07CLA,0.402431739
847,370,[690.3085344862769 1558.8599415949525 1396.5561558806671 2145.6033957899695],[950.9007568359375 1936.45068359375 1157.844482421875 2040.76806640625],0.673579335,LN15ZZC,0.574585681
848,370,[651.8692640859445 1565.0114210374652 1366.772386977736 2148.785371926719],[948.0509643554688 1949.6656494140625 1152.9971923828125 2051.22607421875],0.676642239,LN15ZZC,0.426760184
848,291,[2290.799266275246 1266.88709179077 2881.599736582719 1724.331445275467],[2518.81787109375 1551.90283203125 2668.184326171875 1639.0914306640625],0.525015414,OA07CLX,0.369184679
849,370,[671.1789262370514 1570.725318038331 1382.8839912250494 2147.60725747866],[938.634521484375 1959.06005859375 1155.7012939453125 2064.275390625],0.687611103,LN15ZZC,0.511486196
849,291,[2289.2364733789577 1269.5677879595873 2882.80578931608 1729.4465070632973],[2512.373291015625 1566.7906494140625 2670.988037109375 1648.3355712890625],0.509194374,DA07CLX,0.515417847
850,291,[2291.6509555853168 1272.6391589014381 2889.175059706272 1735.8333023066034],[2514.376708984375 1569.299560546875 2670.839599609375 1647.4691162109375],0.582990944,DA07CLX,0.580504534
851,370,[662.330528230289 1580.3174694142601 1378.8938707608609 2149.3791161806903],[935.6845092773438 1973.3492431640625 1141.525390625 2072.857421875],0.6980474,LN15ZZC,0.226717762
853,370,[659.8816221889205 1593.27724607357 1373.554118449319 2150.0528523082207],[934.7413330078125 1987.611083984375 1140.6005859375 2088.31396484375],0.678618789,LM15ZZC,0.417182027
853,291,[2290.959991735639 1279.8211264819809 2896.701544450937 1750.1447561393998],[2509.28759765625 1578.747802734375 2676.69873046875 1657.453125],0.631707132,DA07CLX,0.253490631
855,370,[648.7195801322039 1609.0175502874617 1358.390192036144 2150.1511513127816],[917.6635131835938 2005.783203125 1135.3863525390625 2110.35986328125],0.693329573,LN15ZZC,0.456036281
857,370,[663.0253802769012 1617.3292573228293 1373.103852559931 2152.628631563816],[914.0594482421875 2017.470703125 1129.1986083984375 2119.818603515625],0.726906598,LN15ZZC,0.426483985
857,291,[2289.0654641899964 1289.8567544206414 2908.0617311804012 1772.7900019546971],[2519.669189453125 1596.6064453125 2680.369140625 1677.570556640625],0.649542511,DA07CLX,0.350654038
858,370,[660.3707062710375 1621.932429534978 1369.8703393016476 2153.6693878764695],[910.2623291015625 2021.3819580078125 1124.091796875 2126.80078125],0.731430769,LN15ZZC,0.534334153
858,291,[2290.4110216332137 1295.0931458900532 2906.2170012090746 1775.620419696773],[2516.833740234375 1598.4525146484375 2681.381103515625 1683.8243408203125],0.661690831,DA07CLX,0.527373788
859,291,[2289.697430706955 1298.1244777748204 2906.598317371254 1779.8436373866516],[2526.6591796875 1604.952392578125 2684.82275390625 1688.12548828125],0.600659728,DA07CLA,0.404400081
862,370,[652.6837837084206 1654.1934894918866 1341.2332512793487 2150.356864348437],[895.329345703125 2058.26318359375 1113.76611328125 2156.582763671875],0.736775935,LM15ZZC,0.497946598
862,291,[2292.8038161629734 1311.363188617771 2915.2807906028393 1797.8879641045778],[2517.75537109375 1629.6024169921875 2683.53466796875 1701.8529052734375],0.556542039,DA07CLX,0.284312151
863,370,[657.9251817148731 1661.1438373651818 1342.8642442101377 2150.437195699399],[897.993896484375 2067.046142578125 1107.785888671875 2160.0],0.756419003,LN15ZZC,0.554109572
863,291,[2294.1318964262837 1316.5963919069745 2914.5483743843192 1801.3724440189865],[2522.6884765625 1636.34619140625 2683.022216796875 1703.158447265625],0.624385893,DA07CLX,0.554577175
863,229,[2173.589738171453 879.252187806452 2692.1676579541368 1396.7668367211531],[2348.166259765625 1243.2020263671875 2490.149169921875 1316.694580078125],0.469935298,EV06VUS,0.125799634
865,370,[652.0100441581162 1670.7589014963353 1336.130054072606 2148.4733725098513],[887.4973754882812 2084.81201171875 1098.892822265625 2160.0],0.714613795,LN15ZZC,0.526379857
867,291,[2293.7673912617206 1333.7708166931684 2918.882129758875 1820.922095019922],[2525.62646484375 1647.1597900390625 2689.781982421875 1724.6075439453125],0.624919832,OA07CLX,0.418425033
867,229,[2172.670207083985 885.3196792000431 2700.3096660550236 1408.4594291839057],[2361.1591796875 1256.3642578125 2482.784423828125 1322.253662109375],0.301447093,EV06VYS,0.067361529
868,291,[2292.5173073147507 1337.2248866876512 2916.8337578648275 1823.890601685625],[2530.7900390625 1647.7694091796875 2690.37744140625 1727.4722900390625],0.609773695,OA07CLX,0.713715815
869,291,[2289.7622398188764 1337.890314330171 2921.3606801571395 1830.741984657252],[2536.9541015625 1650.65380859375 2691.58056640625 1735.1749267578125],0.58559823,OA07CLX,0.567814005
872,229,[2168.9059718533163 894.3830377955735 2709.441967880851 1423.8382807369026],[2345.557861328125 1264.0858154296875 2492.9892578125 1339.338134765625],0.578710675,EV06WOG,0.443118415
873,291,[2287.9774497513927 1350.316670571266 2932.3074396521197 1856.8265589974444],[2527.71533203125 1679.6912841796875 2701.758544921875 1758.362548828125],0.655529141,DA07CLX,0.708121389
874,291,[2289.1575836152074 1355.847912805748 2931.484796290381 1861.9738916649692],[2530.9814453125 1684.0704345703125 2700.2763671875 1762.3480224609375],0.667800844,DA07CLX,0.233053042
875,291,[2290.221998267243 1359.5671975886044 2933.7393910967053 1867.533680731326],[2527.7373046875 1686.346435546875 2703.274658203125 1774.55126953125],0.70942843,DA07CLX,0.466368318
876,291,[2293.42208911038 1365.0473502689529 2938.2510494376284 1874.2577239510777],[2534.3115234375 1691.8311767578125 2708.3408203125 1774.3604736328125],0.681646943,DA07CLX,0.727734255
878,291,[2293.5820984960037 1371.6738212337136 2938.6851637904483 1881.9443180763672],[2542.6962890625 1702.48681640625 2716.23486328125 1789.88818359375],0.654192448,DA07CLI,0.228113811
880,411,[2141.884907160845 903.79144426666 2699.222611900333 1456.1073496864165],[2345.1806640625 1293.658203125 2493.9609375 1364.43505859375],0.508234203,EY06YRS,0.033940972
881,411,[2140.1999925462524 905.4899006881137 2699.617459585072 1459.857706981266],[2349.2109375 1295.2935791015625 2497.30517578125 1366.72265625],0.500718892,ET06VOS,0.331221969
882,291,[2299.728878103905 1392.1030612954605 2946.7788890719276 1903.970114335566],[2543.800537109375 1732.319091796875 2716.166015625 1811.3759765625],0.639414966,DA07CLX,0.220523631
885,291,[2301.8291819435926 1409.3180554640908 2948.1224705033037 1920.3594428253323],[2543.870361328125 1742.5400390625 2723.196533203125 1829.2210693359375],0.649754524,OA07CLX,0.262461189
886,229,[2139.717420514984 912.6732425416208 2704.784741797452 1472.761686762547],[2353.775146484375 1305.544189453125 2497.589111328125 1383.8204345703125],0.620889187,EY05VUS,0.159173629
887,229,[2140.900145878718 916.1304192498098 2704.6888308849275 1474.938203522456],[2347.840087890625 1311.1356201171875 2494.462158203125 1383.4490966796875],0.596109092,EY06VUS,0.049345492
894,291,[2302.2519453447235 1446.1581687965302 2981.120891639673 1979.5835697468917],[2562.797119140625 1791.8031005859375 2743.279052734375 1885.2030029296875],0.653359175,DA07CLX,0.332237541
895,291,[2301.8317514706227 1448.820129046715 2983.6065808058534 1985.3719234860926],[2567.640380859375 1790.4283447265625 2738.6083984375 1894.9493408203125],0.586562514,DA07CLX,0.766866453
896,291,[2307.0895617862816 1457.6358441663237 2986.920438033627 1992.24526369064],[2561.361572265625 1805.66748046875 2741.51025390625 1891.973876953125],0.666878581,DA07CLX,0.689261506
898,291,[2308.743708011128 1466.5849684097736 2988.8287672785723 2000.9092842948323],[2565.779296875 1819.937255859375 2750.249267578125 1900.426025390625],0.663000166,DA07CLX,0.280787952
899,291,[2308.8657025908988 1471.1197798069131 2990.2361845331357 2006.1492477489978],[2571.754150390625 1825.17529296875 2751.787109375 1914.4073486328125],0.706731915,DA07CLX,0.674244249
899,411,[2140.731760244238 930.2494522076688 2729.6553542451643 1513.817005553255],[2341.870849609375 1345.4866943359375 2496.79052734375 1425.8802490234375],0.642259419,EV09YOG,0.050491887
900,291,[2308.616687875635 1477.1309481376816 2997.169922530204 2018.4427258581286],[2568.47021484375 1828.559814453125 2754.08056640625 1918.5048828125],0.70244056,DA07CLX,0.506553961
901,291,[2307.629642712543 1481.2028538354818 3000.70791935443 2026.5524040265027],[2573.597900390625 1834.822265625 2758.831787109375 1924.4681396484375],0.678664744,DA07CLX,0.623740243
