frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
184,1,[2093.5587840948792 1439.0405425931801 2748.9304392043505 2001.5207134100724],[2309.15478515625 1777.4091796875 2546.523193359375 1876.45458984375],0.610037744,AP05JEO,0.234079378
185,1,[2095.9828585823593 1445.600182676806 2754.9954468876176 2010.056255964339],[2322.468017578125 1799.9935302734375 2551.98046875 1892.8514404296875],0.608616114,AP05JEO,0.251445689
186,1,[2094.8662357537046 1451.566523388167 2760.6798659658075 2021.031169610843],[2308.82373046875 1803.33837890625 2559.9931640625 1896.308349609375],0.576860726,AP05JEO,0.324919958
189,1,[2095.1161621912897 1474.8613209072907 2766.2797216055665 2045.7528465017235],[2323.197021484375 1829.6513671875 2538.366455078125 1913.06982421875],0.583392203,AP05JEO,0.499515666
190,8,[953.8476912493223 1333.5630737056251 1533.5157012515429 1837.207722245861],[1150.75634765625 1629.797607421875 1341.38671875 1716.762451171875],0.611424327,KH05ZZK,0.60296098
190,1,[2094.656360804325 1478.914878117616 2770.28491641803 2052.180116544666],[2296.2919921875 1821.867919921875 2554.253173828125 1917.793212890625],0.269054204,AP05JEO,0.683939854
191,1,[2090.3732238365533 1487.3573835240418 2768.081806896066 2062.0407282899923],[2322.211669921875 1836.20654296875 2552.0771484375 1933.87353515625],0.608798444,AP05JEO,0.413714666
192,1,[2090.8562851266847 1495.7369135754823 2771.3820998583724 2071.952328885106],[2325.3349609375 1861.02099609375 2562.968505859375 1942.6611328125],0.52747339,AP05JEO,0.258496422
193,8,[943.8318556242925 1348.1748900847324 1527.756692760975 1854.2670304178555],[1140.3248291015625 1652.1697998046875 1328.38623046875 1742.9293212890625],0.584327102,KH05ZZK,0.794996459
193,1,[2091.8704605894045 1501.374449319664 2773.6438081327888 2078.8493831562755],[2329.9306640625 1858.3524169921875 2564.45947265625 1942.3143310546875],0.484881103,AP05JEO,0.64070341
194,1,[2091.177988276727 1505.6315195868613 2776.4775408041314 2085.3060272225775],[2338.355712890625 1871.190673828125 2577.9482421875 1958.0009765625],0.591267526,AP05JEO,0.391795823
195,1,[2095.4631448372525 1511.2707431673173 2782.939668824146 2092.431481482274],[2341.408203125 1874.638916015625 2582.028564453125 1960.051025390625],0.646241188,AP05JEO,0.308869405
195,8,[938.8216895329972 1357.9848459389013 1525.6509591723177 1866.8265549441655],[1131.3583984375 1666.6490478515625 1323.249755859375 1755.1673583984375],0.535566509,KK05ZTK,0.145467999
196,1,[2096.198374889035 1517.1690409529529 2782.5237169059255 2097.360412380685],[2333.275146484375 1875.50244140625 2578.328857421875 1970.115234375],0.648218632,AP05JEO,0.350979753
197,8,[933.2435918836428 1368.9689023974959 1526.0676718653121 1882.7296497842046],[1128.548828125 1680.6727294921875 1320.4107666015625 1769.2327880859375],0.623431325,KH05ZZK,0.591282772
197,1,[2097.8985029528963 1521.1997834707465 2790.3654302549876 2105.69560768799],[2341.991455078125 1893.28125 2588.832275390625 1986.725830078125],0.487513274,AP05JEO,0.139661647
198,8,[930.6323876558411 1373.3425781498956 1528.5011720351615 1891.859616237788],[1121.6966552734375 1681.9515380859375 1317.070556640625 1773.3431396484375],0.624596834,RH05ZTK,0.287613192
198,1,[2100.4395683240027 1528.4556054136876 2800.34255916631 2117.007966406536],[2358.48046875 1907.9564208984375 2611.92626953125 1987.9361572265625],0.47727862,AP05JEO,0.388138558
199,8,[926.6914413613008 1375.393149530961 1528.6536928397236 1897.9473411536906],[1119.5897216796875 1690.767333984375 1311.115478515625 1776.689208984375],0.610141039,RI05ZZK,0.214965065
199,1,[2103.041915895393 1534.750676925347 2805.371859302551 2123.7371586785935],[2336.605224609375 1910.927490234375 2596.818603515625 1994.1983642578125],0.561824501,AP05JEO,0.319078058
200,1,[2106.7906659434448 1540.6696307133047 2813.4771125677094 2131.297657501262],[2340.331787109375 1910.093994140625 2598.052001953125 1997.736328125],0.557106137,AP05JEO,0.568406152
201,8,[920.373560090097 1391.2891376817151 1524.1253360569497 1915.2891408331607],[1107.3680419921875 1702.3807373046875 1302.4696044921875 1795.5491943359375],0.644675195,KR05ZZK,0.392345825
201,1,[2107.223440293686 1547.9606375130866 2814.6729528067744 2137.6067165987233],[2344.404541015625 1923.348388671875 2571.978271484375 2005.9036865234375],0.579894304,AP05JEO,0.336711385
202,8,[917.365726601621 1397.3597319319144 1519.7448800554077 1919.6865413716528],[1107.3526611328125 1704.11279296875 1301.5616455078125 1799.715087890625],0.650052071,KN05ZZK,0.76473769
202,1,[2110.149808851623 1553.2759813647458 2817.8886145386864 2141.275059442176],[2379.485595703125 1933.1749267578125 2621.265380859375 2017.04931640625],0.276515245,AP05JEQ,0.167369922
203,8,[914.6852185740474 1403.057057586303 1518.355955666996 1926.2930225869918],[1110.825439453125 1715.193603515625 1297.2835693359375 1802.080810546875],0.605603039,KH05ZZK,0.609436913
203,1,[2114.445404696735 1562.638472697306 2819.1355244989827 2144.7399151814075],[2358.00390625 1932.655517578125 2606.959228515625 2033.945068359375],0.582527816,AP05JEO,0.177670805
204,8,[908.7527783600445 1409.0050622703325 1516.2388637464169 1934.6961802953897],[1105.2947998046875 1723.37255859375 1296.1871337890625 1813.7724609375],0.600521326,KH05ZZK,0.584970507
205,8,[900.7723563391023 1412.7316828514945 1512.4945771826542 1940.125788525499],[1099.8902587890625 1729.8896484375 1293.968994140625 1816.51025390625],0.638217688,KH05ZZK,0.640455258
206,1,[2123.8000694242005 1583.937788384425 2823.608078406148 2150.8255835990294],[2370.463134765625 1968.6544189453125 2627.9423828125 2058.996337890625],0.602661788,AP05JEO,0.314754572
207,8,[888.7876124888205 1423.6136496309812 1506.913837087694 1952.0074318065865],[1091.7410888671875 1743.3050537109375 1288.7677001953125 1834.0052490234375],0.627490222,KH05ZZK,0.394657375
207,1,[2128.499339039338 1592.444878331939 2824.5567027485204 2150.5411004602342],[2371.28466796875 1973.244140625 2586.38525390625 2057.854248046875],0.59957093,AP05JEO,0.313023605
208,8,[877.6352958805822 1423.5596429386337 1505.3316605562727 1958.7846659444424],[1083.6324462890625 1745.558837890625 1282.70654296875 1840.0899658203125],0.658393323,KH05ZZK,0.231934971
208,1,[2129.6252020372112 1599.183624290898 2824.234040175613 2150.2930558659673],[2387.697509765625 1984.9937744140625 2637.296142578125 2076.603271484375],0.322059035,AP05JEQ,0.136390684
209,1,[2139.8994594402293 1604.027464225476 2830.8032083024864 2147.497613579941],[2366.755615234375 1988.392822265625 2638.51123046875 2091.26513671875],0.539899826,AP05JEQ,0.294978277
209,8,[877.6032149289629 1428.576181394385 1508.718753125945 1967.103483888492],[1081.6683349609375 1749.6888427734375 1283.0211181640625 1845.8016357421875],0.606355846,KH05ZZK,0.644723179
210,1,[2142.3912732540102 1610.468485877425 2829.354941520333 2144.8006448208534],[2369.6142578125 2007.5928955078125 2636.28759765625 2100.571533203125],0.62745297,AP05JEO,0.390323008
211,1,[2148.2711315624983 1618.5910493554861 2827.5201257935787 2140.1685948865334],[2387.4580078125 2005.7960205078125 2650.822998046875 2100.243896484375],0.628671765,AP05JEO,0.471808255
211,8,[871.2294611100451 1440.8361006632513 1512.3884128891054 1990.4035752573257],[1071.2645263671875 1770.8455810546875 1280.4215087890625 1860.8016357421875],0.596867144,KH05ZZK,0.10902709
212,1,[2140.076762743812 1619.755527751558 2831.5902522957886 2146.6875484128823],[2379.062255859375 2016.6591796875 2649.0849609375 2103.480712890625],0.538964331,AP05JEO,0.186074302
213,8,[861.7845915729902 1452.6868664705935 1504.6922317952185 2003.6242432541767],[1068.3980712890625 1786.5369873046875 1270.7457275390625 1877.4385986328125],0.669630051,KH05ZZK,0.623383744
213,1,[2147.0370062847223 1629.1843707318146 2835.5447465265624 2148.0871765601096],[2382.071533203125 2019.2303466796875 2624.37451171875 2115.49169921875],0.628853977,AP05JEO,0.461933296
214,1,[2148.3073979152973 1635.533091689972 2836.8707413425086 2149.991554911562],[2384.501220703125 2027.447021484375 2647.657470703125 2123.50439453125],0.629860044,AP05JEO,0.329263883
215,8,[854.5539975320478 1466.361407239416 1500.3135123978227 2018.479043472652],[1059.60791015625 1800.4837646484375 1260.588623046875 1895.9835205078125],0.650574386,KH05ZZK,0.27259163
215,1,[2145.092018269205 1642.7775880600987 2832.7491251044657 2151.548107689344],[2387.203857421875 2034.5247802734375 2647.953369140625 2133.19873046875],0.537016988,AP05JEO,0.363524196
216,8,[847.1430708892664 1471.5897951350225 1497.2381145527343 2027.5954599673596],[1051.40185546875 1806.903564453125 1251.80810546875 1903.4554443359375],0.626495838,KH05ZZK,0.634033775
216,1,[2149.0849438668024 1652.5404032104918 2829.2304356981863 2149.912186634756],[2378.7998046875 2052.769287109375 2671.0078125 2140.927978515625],0.614064515,AP05JEO,0.238513449
217,1,[2150.4090279892575 1659.3552617194193 2827.715780944339 2148.8825989602883],[2377.320556640625 2054.2822265625 2669.022216796875 2152.59521484375],0.674096704,AP05JEO,0.156841757
217,8,[840.7238937547512 1476.7280744955608 1494.2485440450287 2036.1779332224687],[1052.4847412109375 1809.009521484375 1255.0657958984375 1899.462158203125],0.606012166,KH05ZZK,0.388532157
218,8,[834.518041990171 1487.6076655931465 1486.5824619926689 2044.9312986764548],[1051.8399658203125 1823.56396484375 1249.926025390625 1914.352783203125],0.637508094,KH05ZZK,0.294941587
218,1,[2161.204080312362 1667.1936121753765 2834.5703383888276 2148.3401837467327],[2376.03515625 2071.60400390625 2653.489013671875 2156.85107421875],0.618850827,AP05JEO,0.30510819
219,1,[2172.781035320928 1676.4711312795225 2843.3351603193655 2147.8369356381872],[2374.235595703125 2078.04931640625 2613.383056640625 2160.0],0.403317034,AP05JEO,0.346118263
222,8,[824.0640137088126 1518.0012039403618 1479.0011152588258 2074.146297568089],[1027.91748046875 1852.5728759765625 1240.024658203125 1947.0157470703125],0.569115877,KR05ZZK,0.0715374
223,8,[818.406976508623 1521.0661627647914 1479.9729139207425 2083.6558958684745],[1028.56494140625 1858.9505615234375 1235.217529296875 1950.9801025390625],0.625140667,KH05ZZK,0.094804563
234,8,[773.482212425087 1594.9237413522596 1430.8504477291162 2146.841014264517],[979.8448486328125 1947.6639404296875 1201.5128173828125 2049.158447265625],0.658139169,RI05ZZK,0.167334273
235,8,[770.0613962905974 1600.1266421044702 1427.9185402613953 2147.286575207664],[980.9886474609375 1952.2823486328125 1199.567626953125 2051.927490234375],0.676775634,RH05ZZK,0.414752631
236,8,[770.5359554118753 1608.8940064160006 1423.2131730524789 2147.639098933607],[979.3342895507812 1964.0606689453125 1198.0372314453125 2062.61962890625],0.689184964,KM05ZZK,0.268404657
238,8,[767.8507641908107 1621.8157886770457 1414.577102356819 2148.5685269109163],[965.5147705078125 1976.126220703125 1184.1427001953125 2078.133056640625],0.707520425,RH05ZZK,0.412900733
239,8,[767.2689825017972 1625.9876079955902 1414.8012927665127 2147.8726368279913],[960.8792724609375 1985.0672607421875 1189.7861328125 2088.572265625],0.680369198,KH05ZZK,0.32491933
248,8,[752.1692305859979 1693.179335633094 1396.4292978800645 2144.0893012077995],[932.4666137695312 2069.50439453125 1155.790771484375 2160.0],0.684066534,KH05ZZK,0.11596522
249,24,[2266.5803578902064 1454.875890863449 2895.943218324762 1969.9285554299809],[2495.24951171875 1788.186767578125 2683.0673828125 1870.31689453125],0.406048059,LR02FMI,0.054820984
249,99,[2268.2919146133145 1107.1698275644064 2898.65348426738 1554.726290816742],[2530.19921875 1392.8526611328125 2658.337158203125 1468.3780517578125],0.371944368,EY61NBC,0.27889167
250,199,[2303.39833921671 1111.6734176296768 2878.166169428607 1609.6501708634694],[2529.98876953125 1392.929931640625 2660.7548828125 1469.61669921875],0.476797521,EY61REC,0.686955669
256,199,[2311.2949413720057 1137.6458427121402 2880.7548358585127 1629.0062022660977],[2540.591552734375 1395.5057373046875 2664.30126953125 1489.2623291015625],0.393952519,EY61MBC,0.606605863
257,199,[2320.068272198609 1142.8702106591963 2882.4046327744295 1628.753223864481],[2542.775390625 1413.722900390625 2683.761962890625 1504.482421875],0.266820788,EY61NBG,0.79309556
262,199,[2327.94611632842 1157.287883379488 2891.773461964161 1646.1451547894753],[2547.92578125 1426.3404541015625 2680.2451171875 1521.9658203125],0.32716769,EY61NBG,0.506059207
265,199,[2334.3238864717414 1170.9044910472148 2898.635611751452 1657.7061698027237],[2556.118896484375 1446.2254638671875 2688.5625 1548.359619140625],0.303617835,EY61NBG,0.47673684
269,16,[921.6741314328574 1468.4102434198137 1550.9320575556326 2035.1990551149077],[1142.839111328125 1833.64453125 1335.309814453125 1930.1162109375],0.603020132,FJ14ZHY,0.485259816
269,199,[2326.7366310905622 1185.4843703707 2921.307107638528 1700.0690068941478],[2564.6982421875 1433.939697265625 2697.99072265625 1548.8321533203125],0.286402583,EY61NEG,0.289812959
270,199,[2326.760363743337 1190.000081969655 2917.2581427448777 1702.6918600563372],[2554.840576171875 1484.00732421875 2708.36181640625 1568.97412109375],0.324587345,EY61NBG,0.650629824
271,199,[2328.539078251822 1193.8520157773185 2915.959510184409 1704.8710811277572],[2560.00732421875 1487.0357666015625 2714.56591796875 1571.2957763671875],0.347094417,EY61NBG,0.626163858
272,199,[2324.5233723091906 1196.7815691616968 2919.2588483348 1716.394568731564],[2560.731689453125 1476.1275634765625 2700.9765625 1564.848388671875],0.349801004,EY61NBG,0.565979478
272,16,[915.9357945208315 1479.1509801636644 1559.359590955928 2062.5670194858267],[1129.2977294921875 1871.4588623046875 1320.041748046875 1958.49072265625],0.293722659,FJ14ZHY,0.428882795
273,199,[2330.404792043686 1201.1695154395559 2925.7680121719204 1722.044792245964],[2567.44482421875 1475.560546875 2692.693359375 1561.2451171875],0.250065088,EY61MBC,0.436474933
274,16,[908.3970565905339 1495.3034476045823 1549.07344632152 2077.9117347142237],[1126.3280029296875 1869.99755859375 1321.203125 1967.6905517578125],0.685105562,FJ14ZHY,0.611695122
274,199,[2335.080725949058 1203.181963665963 2930.694356195724 1723.9482789377169],[2573.075439453125 1477.585693359375 2703.55419921875 1567.60400390625],0.26569134,EY61NBG,0.452719347
275,199,[2337.648873746557 1207.047129474327 2938.5755945385167 1732.2662805499112],[2571.735107421875 1455.0416259765625 2706.2421875 1590.3134765625],0.347485363,EY61NBG,0.601558064
276,16,[903.6335917115656 1518.6799794997016 1539.5305549683671 2093.4668657867414],[1102.653076171875 1879.8914794921875 1315.576171875 1979.9739990234375],0.665278077,FJ14ZHY,0.360365489
276,199,[2334.76493695021 1211.8862146446834 2931.814828990471 1734.9247390096705],[2568.926025390625 1504.6571044921875 2716.001953125 1601.5594482421875],0.332938284,EY61NBG,0.267067244
277,16,[901.9518643339835 1524.1665510042271 1538.5778871661355 2098.654035493474],[1104.14794921875 1893.878173828125 1304.0716552734375 1992.287841796875],0.645453691,FJ14ZHY,0.291439136
277,199,[2336.4307253085863 1215.4175676233797 2930.3349717113965 1736.5067530326842],[2564.408203125 1505.2364501953125 2724.62109375 1600.1290283203125],0.454901218,EY61NBG,0.394834973
278,16,[901.4333928464175 1530.7491248834447 1536.0587542619896 2102.6137705309957],[1102.896240234375 1897.69677734375 1301.6923828125 1999.102783203125],0.680591285,FJ14ZHY,0.50708361
278,199,[2338.452758621646 1220.169953101533 2931.2113805666463 1740.674412591115],[2564.603515625 1487.21240234375 2721.481201171875 1603.5341796875],0.457984537,EY51NBG,0.379381828
279,199,[2344.5615363750403 1227.266542217315 2933.9896691606423 1743.4402064336296],[2565.843994140625 1515.83935546875 2725.6708984375 1607.4517822265625],0.526323497,EY61NBG,0.345776979
280,16,[882.237645101022 1541.2820667289461 1530.1527956658197 2123.0601096527544],[1101.93359375 1910.1082763671875 1303.7462158203125 2012.8114013671875],0.697062314,FJ14ZHY,0.36452899
280,199,[2345.853627289342 1231.4162846812778 2937.2896207896465 1748.3541312703373],[2565.097412109375 1509.205810546875 2725.182861328125 1608.8792724609375],0.45232287,EY61NBG,0.365608917
281,16,[871.9889342902821 1545.1205301478358 1528.54173385608 2133.7265701173],[1097.287353515625 1919.816162109375 1290.890625 2017.1832275390625],0.702591121,FJ14ZHY,0.439598379
283,16,[862.456569638052 1557.8864616187009 1524.3709097360543 2148.6842144605607],[1089.8662109375 1934.099853515625 1290.933837890625 2038.4970703125],0.681903183,FJ14ZHY,0.598116015
284,16,[861.2388263431848 1564.1071000041338 1522.326482421247 2152.852100351226],[1085.759033203125 1946.8150634765625 1291.735107421875 2044.9837646484375],0.690011919,FJ14ZHY,0.368379931
286,16,[861.0559171670847 1576.5150468692243 1510.9007072539498 2149.8785754328046],[1079.599365234375 1961.4609375 1287.368896484375 2063.7451171875],0.700429261,FJ14ZHY,0.536845624
286,199,[2345.029440344885 1247.0181469623694 2962.1731522525743 1784.1031607569575],[2578.1611328125 1558.8819580078125 2736.4755859375 1647.0157470703125],0.515248418,EY61MBG,0.421745402
287,199,[2343.099938441798 1250.1477480793585 2962.4152917476035 1789.5743064687842],[2574.3427734375 1532.4232177734375 2739.910400390625 1649.7982177734375],0.560777962,EY61NBG,0.662040247
